[Header]
LogId=4
InstrumentId=1
Time=04/09/2024 11:02:33
InstrumentFirmware=V5.01
Latitude=43.818300
Longitude=15.246600
SvWaterThreshold=0.000000
CndWaterThreshold=0.000000
PrsWaterThreshold=0.000000
SoundInc=0.000000
UsePressureOffset=False
BatteryShutdownVoltage=0.00
BatteryWarningVoltage=0.00
Filename=026051_2024-09-04_11-02-33.csv
IsNew=False
HasErrors=False
IsInDesignMode=False
[MeasurementMetadata]
Columns=Date,Time,Conductivity,Temperature,Pressure,Battery,Salinity,Density,SVCalculated,Depth
Units=yyyy-mm-dd,hh:mm:ss.ss,mS/cm,°C,dBar,V,PSU,kg/cm^3,mS/cm,m
[MeasurementData]
2024-09-04,11:03:40.02,51.821000000,19.669000000,16.510000000,8.100000000,38.519000000,1027.609000000,1524.780000000,16.380000000
2024-09-04,11:03:40.52,51.779000000,19.624000000,16.760000000,8.070000000,38.526000000,1027.628000000,1524.670000000,16.630000000
2024-09-04,11:03:41.02,51.736000000,19.586000000,17.100000000,8.070000000,38.524000000,1027.638000000,1524.570000000,16.960000000
2024-09-04,11:03:41.52,51.694000000,19.540000000,17.380000000,8.100000000,38.531000000,1027.657000000,1524.450000000,17.240000000
2024-09-04,11:03:42.02,51.682000000,19.540000000,17.530000000,8.100000000,38.522000000,1027.650000000,1524.450000000,17.390000000
2024-09-04,11:03:42.52,51.690000000,19.546000000,17.500000000,8.100000000,38.523000000,1027.649000000,1524.460000000,17.360000000
2024-09-04,11:03:43.02,51.661000000,19.510000000,17.630000000,8.100000000,38.531000000,1027.665000000,1524.380000000,17.490000000
2024-09-04,11:03:43.52,51.429000000,19.279000000,17.900000000,8.100000000,38.551000000,1027.743000000,1523.760000000,17.760000000
2024-09-04,11:03:44.02,51.364000000,19.190000000,18.120000000,8.100000000,38.578000000,1027.787000000,1523.540000000,17.970000000
2024-09-04,11:03:44.52,51.327000000,19.178000000,18.240000000,8.100000000,38.558000000,1027.776000000,1523.490000000,18.090000000
2024-09-04,11:03:45.02,51.322000000,19.208000000,18.230000000,8.100000000,38.525000000,1027.743000000,1523.540000000,18.080000000
2024-09-04,11:03:45.52,51.311000000,19.191000000,18.240000000,8.100000000,38.532000000,1027.753000000,1523.500000000,18.090000000
2024-09-04,11:03:46.02,51.324000000,19.191000000,18.240000000,8.100000000,38.543000000,1027.762000000,1523.510000000,18.090000000
2024-09-04,11:03:46.52,51.328000000,19.184000000,18.240000000,8.100000000,38.553000000,1027.771000000,1523.500000000,18.090000000
2024-09-04,11:03:47.02,51.324000000,19.192000000,18.250000000,8.100000000,38.542000000,1027.761000000,1523.510000000,18.100000000
2024-09-04,11:03:47.52,51.324000000,19.189000000,18.270000000,8.100000000,38.545000000,1027.764000000,1523.510000000,18.120000000
2024-09-04,11:03:48.02,51.325000000,19.200000000,18.260000000,8.100000000,38.536000000,1027.754000000,1523.530000000,18.110000000
2024-09-04,11:03:48.52,51.345000000,19.218000000,18.140000000,8.070000000,38.535000000,1027.748000000,1523.580000000,17.990000000
2024-09-04,11:03:49.02,51.423000000,19.262000000,17.930000000,8.100000000,38.562000000,1027.756000000,1523.720000000,17.790000000
2024-09-04,11:03:49.52,51.429000000,19.296000000,17.710000000,8.100000000,38.534000000,1027.725000000,1523.790000000,17.570000000
2024-09-04,11:03:50.02,51.548000000,19.416000000,17.380000000,8.100000000,38.524000000,1027.684000000,1524.100000000,17.240000000
2024-09-04,11:03:50.52,51.612000000,19.468000000,17.080000000,8.100000000,38.530000000,1027.673000000,1524.250000000,16.940000000
2024-09-04,11:03:51.02,51.605000000,19.578000000,16.690000000,8.070000000,38.422000000,1027.560000000,1524.430000000,16.560000000
2024-09-04,11:03:51.52,51.746000000,19.607000000,16.330000000,8.100000000,38.514000000,1027.621000000,1524.600000000,16.200000000
2024-09-04,11:03:52.02,51.770000000,19.624000000,16.030000000,8.100000000,38.518000000,1027.619000000,1524.650000000,15.900000000
2024-09-04,11:03:52.52,51.828000000,19.693000000,15.750000000,8.070000000,38.504000000,1027.588000000,1524.820000000,15.620000000
2024-09-04,11:03:53.02,51.832000000,19.693000000,15.550000000,8.100000000,38.507000000,1027.589000000,1524.820000000,15.420000000
2024-09-04,11:03:53.52,51.859000000,19.706000000,15.300000000,8.070000000,38.517000000,1027.593000000,1524.860000000,15.180000000
2024-09-04,11:03:54.02,51.863000000,19.716000000,15.200000000,8.100000000,38.512000000,1027.586000000,1524.880000000,15.080000000
2024-09-04,11:03:54.52,51.876000000,19.727000000,15.010000000,8.100000000,38.513000000,1027.582000000,1524.910000000,14.890000000
2024-09-04,11:03:55.02,51.890000000,19.738000000,14.810000000,8.100000000,38.514000000,1027.580000000,1524.940000000,14.690000000
2024-09-04,11:03:55.52,51.898000000,19.752000000,14.460000000,8.070000000,38.509000000,1027.570000000,1524.960000000,14.340000000
2024-09-04,11:03:56.02,51.898000000,19.752000000,14.320000000,8.070000000,38.509000000,1027.570000000,1524.960000000,14.200000000
2024-09-04,11:03:56.52,51.903000000,19.754000000,14.360000000,8.070000000,38.510000000,1027.570000000,1524.970000000,14.240000000
2024-09-04,11:03:57.02,51.901000000,19.751000000,14.390000000,8.070000000,38.512000000,1027.572000000,1524.970000000,14.270000000
2024-09-04,11:03:57.52,51.903000000,19.755000000,14.320000000,8.100000000,38.509000000,1027.569000000,1524.970000000,14.200000000
2024-09-04,11:03:58.02,51.911000000,19.759000000,14.170000000,8.100000000,38.512000000,1027.570000000,1524.990000000,14.060000000
2024-09-04,11:03:58.52,51.909000000,19.759000000,14.070000000,8.100000000,38.511000000,1027.568000000,1524.980000000,13.960000000
2024-09-04,11:03:59.02,51.909000000,19.759000000,14.110000000,8.100000000,38.512000000,1027.569000000,1524.980000000,14.000000000
2024-09-04,11:03:59.52,51.911000000,19.759000000,14.170000000,8.070000000,38.513000000,1027.570000000,1524.980000000,14.060000000
2024-09-04,11:04:00.02,51.913000000,19.761000000,14.150000000,8.070000000,38.512000000,1027.569000000,1524.990000000,14.040000000
2024-09-04,11:04:00.52,51.915000000,19.765000000,13.950000000,8.100000000,38.511000000,1027.566000000,1525.000000000,13.840000000
2024-09-04,11:04:01.02,51.921000000,19.770000000,13.750000000,8.070000000,38.511000000,1027.564000000,1525.010000000,13.640000000
2024-09-04,11:04:01.52,51.930000000,19.780000000,13.550000000,8.070000000,38.509000000,1027.559000000,1525.030000000,13.440000000
2024-09-04,11:04:02.02,51.925000000,19.775000000,13.480000000,8.100000000,38.510000000,1027.561000000,1525.010000000,13.370000000
2024-09-04,11:04:02.52,51.955000000,19.798000000,13.260000000,8.100000000,38.514000000,1027.557000000,1525.080000000,13.150000000
2024-09-04,11:04:03.02,51.958000000,19.800000000,13.040000000,8.070000000,38.514000000,1027.555000000,1525.080000000,12.940000000
2024-09-04,11:04:03.52,51.964000000,19.809000000,12.920000000,8.100000000,38.511000000,1027.550000000,1525.100000000,12.820000000
2024-09-04,11:04:04.02,52.023000000,19.844000000,12.760000000,8.100000000,38.529000000,1027.553000000,1525.210000000,12.660000000
2024-09-04,11:04:04.52,52.031000000,19.855000000,12.720000000,8.100000000,38.525000000,1027.547000000,1525.240000000,12.620000000
2024-09-04,11:04:05.02,52.286000000,20.090000000,12.510000000,8.070000000,38.522000000,1027.481000000,1525.870000000,12.410000000
2024-09-04,11:04:05.52,52.553000000,20.296000000,12.290000000,8.100000000,38.554000000,1027.449000000,1526.470000000,12.190000000
2024-09-04,11:04:06.02,52.974000000,20.776000000,12.060000000,8.070000000,38.464000000,1027.247000000,1527.660000000,11.960000000
2024-09-04,11:04:06.52,53.638000000,21.515000000,11.770000000,8.100000000,38.337000000,1026.944000000,1529.480000000,11.680000000
2024-09-04,11:04:07.02,53.722000000,21.579000000,11.650000000,8.100000000,38.348000000,1026.933000000,1529.650000000,11.560000000
2024-09-04,11:04:07.52,54.480000000,22.289000000,11.310000000,8.070000000,38.323000000,1026.712000000,1531.470000000,11.220000000
2024-09-04,11:04:08.02,54.496000000,22.282000000,11.180000000,8.100000000,38.342000000,1026.728000000,1531.460000000,11.090000000
2024-09-04,11:04:08.52,54.799000000,22.542000000,10.950000000,8.070000000,38.352000000,1026.659000000,1532.140000000,10.860000000
2024-09-04,11:04:09.02,54.802000000,22.580000000,10.890000000,8.070000000,38.321000000,1026.624000000,1532.200000000,10.800000000
2024-09-04,11:04:09.52,55.170000000,22.894000000,10.610000000,8.100000000,38.336000000,1026.543000000,1533.010000000,10.520000000
2024-09-04,11:04:10.02,55.300000000,23.054000000,10.380000000,8.100000000,38.297000000,1026.465000000,1533.370000000,10.300000000
2024-09-04,11:04:10.52,56.426000000,24.110000000,9.970000000,8.070000000,38.253000000,1026.116000000,1535.940000000,9.890000000
2024-09-04,11:04:11.02,56.415000000,24.159000000,9.730000000,8.070000000,38.203000000,1026.063000000,1536.000000000,9.650000000
